index,age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
3646,28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
21823,39,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
24754,30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
2476,28,Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,36,United-States,>50K
5599,52,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
1063,34,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K
4995,20,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
12086,43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
6238,30,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
24924,64,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,China,>50K
29946,66,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,>50K
9253,36,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,>50K
3262,65,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
23512,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
1472,30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K
22195,38,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
3977,44,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
25590,48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,>50K
1881,58,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Greece,>50K
5349,45,Private,Masters,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K
15783,27,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
10729,44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
27422,41,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,91,United-States,<=50K
563,49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
12447,53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
1648,74,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,>50K
23187,37,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
15161,42,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,52,United-States,>50K
11078,19,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,58,United-States,<=50K
6492,34,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,40,United-States,<=50K
8201,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
16315,28,Private,Bachelors,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K
2479,32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
21185,25,Private,Assoc-acdm,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
13874,17,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,32,United-States,<=50K
1254,45,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
10824,21,Private,Some-college,Never-married,Sales,Own-child,White,Male,45,United-States,<=50K
1833,44,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,>50K
6012,54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
21097,47,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
13341,18,Private,10th,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K
27530,21,Private,Some-college,Never-married,Sales,Other-relative,White,Male,40,United-States,<=50K
26332,28,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
13745,25,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K
20390,36,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,70,Mexico,<=50K
17733,57,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K
2782,47,Private,Bachelors,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K
24027,17,Private,11th,Never-married,Other-service,Not-in-family,White,Male,20,United-States,<=50K
28094,56,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
1716,49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
5130,58,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
14583,44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,>50K
22789,31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
13599,35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
17532,23,Private,HS-grad,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K
8204,35,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K
19542,35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,90,United-States,<=50K
16561,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
27109,29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,55,United-States,>50K
27189,31,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,>50K
18041,22,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,37,United-States,<=50K
10332,30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,20,United-States,<=50K
28707,43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,72,United-States,>50K
29458,34,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,El-Salvador,<=50K
3773,24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
23095,43,Private,HS-grad,Separated,Adm-clerical,Not-in-family,Black,Female,32,United-States,<=50K
6294,28,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
9725,35,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
22370,38,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K
19995,47,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
723,56,Self-emp-not-inc,5th-6th,Married-civ-spouse,Exec-managerial,Husband,White,Male,67,United-States,>50K
8056,51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
12895,38,State-gov,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K
12502,53,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
25821,39,State-gov,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
15858,43,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Black,Male,60,United-States,<=50K
28995,49,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
10739,32,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
660,35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
13370,46,Private,7th-8th,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,<=50K
20266,27,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
23641,26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
1700,49,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
24376,59,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,38,United-States,>50K
27716,25,Private,Bachelors,Never-married,Other-service,Not-in-family,Black,Female,24,Jamaica,<=50K
22452,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
9348,33,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
13879,28,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
25330,31,Federal-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
6903,39,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,20,United-States,<=50K
7266,34,Private,Some-college,Never-married,Sales,Other-relative,Black,Male,30,United-States,<=50K
5680,50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
925,41,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,>50K
18205,39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
4347,32,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K
21834,41,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,45,United-States,>50K
20842,59,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,30,United-States,<=50K
10976,47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,75,United-States,>50K
18415,53,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States,<=50K
15201,47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
29959,36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
11808,21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,Mexico,<=50K
10854,43,Federal-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
7901,17,Private,12th,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K
20863,38,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,>50K
2868,42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
507,51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,>50K
18567,37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
27820,52,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,60,United-States,<=50K
29694,48,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,40,Cambodia,>50K
8708,57,Self-emp-not-inc,10th,Divorced,Exec-managerial,Own-child,White,Male,60,United-States,>50K
29335,51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
5797,36,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Taiwan,>50K
23082,27,Private,Assoc-voc,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K
24510,36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,Iran,>50K
28383,29,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
13611,49,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Hong,<=50K
27762,27,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
13663,35,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,>50K
27892,36,State-gov,Bachelors,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K
304,31,Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,60,United-States,<=50K
7685,47,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,United-States,>50K
28536,24,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K
9689,27,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,<=50K
161,55,Private,Some-college,Widowed,Farming-fishing,Not-in-family,White,Male,62,United-States,>50K
21516,57,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,16,United-States,<=50K
17937,23,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,20,United-States,<=50K
17608,56,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
19352,25,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,Taiwan,<=50K
4758,56,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,Yugoslavia,<=50K
27429,35,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K
16511,31,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
18042,44,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
4615,26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
13056,33,Private,10th,Divorced,Handlers-cleaners,Not-in-family,White,Female,36,United-States,<=50K
800,36,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
14534,41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
11214,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
14492,43,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K
22229,28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Canada,<=50K
22809,56,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,Trinadad&Tobago,<=50K
23254,47,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
11197,33,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
5863,31,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,25,United-States,<=50K
9092,53,Self-emp-inc,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,40,Mexico,>50K
29883,45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,76,United-States,<=50K
20286,47,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
19324,45,Federal-gov,HS-grad,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K
8344,29,Private,Assoc-acdm,Never-married,Priv-house-serv,Not-in-family,White,Female,50,United-States,<=50K
26706,51,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
21195,29,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Laos,<=50K
15655,23,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K
17337,37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,36,United-States,>50K
3103,48,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
4354,44,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male,58,United-States,>50K
6491,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Other,Male,40,Puerto-Rico,<=50K
10964,37,Federal-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K
4864,54,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
25259,61,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
23725,35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
504,46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
24344,48,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
2031,51,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
25375,53,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
24315,31,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,45,England,<=50K
9069,33,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,32,United-States,<=50K
6758,23,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
5438,25,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,<=50K
19993,44,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
12610,24,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
22794,28,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K
19503,31,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,40,United-States,<=50K
8019,37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
23845,36,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,Mexico,<=50K
11255,34,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K
11193,56,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K
2617,52,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K
15193,35,Self-emp-inc,Assoc-acdm,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K
21241,19,Private,Some-college,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K
8291,33,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
1806,36,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
565,46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
2259,38,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
26915,61,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,6,United-States,<=50K
10041,37,Private,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,<=50K
14556,43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,United-States,>50K
17535,22,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,38,United-States,<=50K
20806,27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
1307,47,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,58,United-States,<=50K
2621,55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
20494,29,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
17566,37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
17473,48,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K
28235,19,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,25,United-States,<=50K
21897,24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
17679,50,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,70,United-States,>50K
11804,29,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,40,Mexico,>50K
28109,28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1640,66,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,35,Jamaica,>50K
2495,41,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,36,United-States,>50K
24106,47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Cuba,>50K
22319,50,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K
1972,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,United-States,>50K
3839,40,Self-emp-inc,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
16814,32,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
25860,38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
29832,45,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K
2790,55,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,>50K
9041,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,United-States,>50K
1632,71,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
25823,33,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Ecuador,<=50K
13766,41,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
25280,49,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
2047,33,Private,Masters,Divorced,Exec-managerial,Own-child,White,Female,50,United-States,>50K
4369,29,Private,Doctorate,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K
13106,34,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
17041,68,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,10,United-States,>50K
9557,46,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,United-States,>50K
24132,55,Private,HS-grad,Divorced,Craft-repair,Unmarried,Black,Male,48,United-States,>50K
22503,54,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,98,United-States,>50K
647,40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
9119,61,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
23502,24,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,20,United-States,<=50K
7915,48,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K
24307,36,Local-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,Black,Female,60,United-States,>50K
8666,45,Self-emp-not-inc,12th,Divorced,Craft-repair,Other-relative,Black,Male,35,United-States,<=50K
1816,35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
15495,25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States,<=50K
516,57,Private,Prof-school,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
7032,22,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
19932,26,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,35,United-States,<=50K
14467,46,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K
2641,63,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,>50K
24170,52,Private,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,<=50K
18846,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,47,United-States,<=50K
28063,28,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K
12122,30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,<=50K
29615,44,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
28391,46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
21565,23,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K
16314,48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
29886,22,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
29450,46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
16340,64,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,15,United-States,<=50K
18080,25,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,20,United-States,<=50K
4720,40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K
5215,45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,England,>50K
29859,23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,55,Ireland,<=50K
4820,35,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,45,Mexico,>50K
25553,29,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
9311,57,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
14946,21,Private,Some-college,Never-married,Sales,Own-child,Black,Female,20,United-States,<=50K
25736,26,Federal-gov,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,50,Japan,<=50K
2846,54,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
2861,31,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,35,United-States,>50K
6125,40,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,60,Greece,<=50K
9330,31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
12892,45,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,32,United-States,>50K
24196,18,Self-emp-not-inc,11th,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
29324,17,Private,10th,Never-married,Sales,Unmarried,White,Female,24,United-States,<=50K
11442,18,Private,11th,Never-married,Other-service,Own-child,White,Female,19,United-States,<=50K
23750,29,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K
21669,33,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
25531,54,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
24267,35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
4741,58,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
13152,24,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States,<=50K
27226,28,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
7397,46,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,United-States,<=50K
7230,54,Self-emp-not-inc,10th,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,<=50K
21188,32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
