index,age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
29946,66,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,>50K
22195,38,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
563,49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
1648,74,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,>50K
6492,34,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,40,United-States,<=50K
2479,32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
13874,17,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,32,United-States,<=50K
13341,18,Private,10th,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K
27530,21,Private,Some-college,Never-married,Sales,Other-relative,White,Male,40,United-States,<=50K
13745,25,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K
17733,57,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K
13599,35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
18041,22,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,37,United-States,<=50K
10332,30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,20,United-States,<=50K
23095,43,Private,HS-grad,Separated,Adm-clerical,Not-in-family,Black,Female,32,United-States,<=50K
6294,28,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
9725,35,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
15858,43,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Black,Male,60,United-States,<=50K
10739,32,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
11808,21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,Mexico,<=50K
7901,17,Private,12th,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K
507,51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,>50K
13611,49,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Hong,<=50K
9689,27,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,<=50K
161,55,Private,Some-college,Widowed,Farming-fishing,Not-in-family,White,Male,62,United-States,>50K
19352,25,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,Taiwan,<=50K
4758,56,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,Yugoslavia,<=50K
11197,33,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
5863,31,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,25,United-States,<=50K
9092,53,Self-emp-inc,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,40,Mexico,>50K
26706,51,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
3103,48,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
4354,44,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male,58,United-States,>50K
10964,37,Federal-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K
4864,54,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
2031,51,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
24315,31,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,45,England,<=50K
9069,33,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,32,United-States,<=50K
19993,44,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
11255,34,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K
2617,52,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K
2259,38,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
17535,22,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,38,United-States,<=50K
20806,27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
1307,47,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,58,United-States,<=50K
20494,29,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
17679,50,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,70,United-States,>50K
11804,29,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,40,Mexico,>50K
1972,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,United-States,>50K
25823,33,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Ecuador,<=50K
2047,33,Private,Masters,Divorced,Exec-managerial,Own-child,White,Female,50,United-States,>50K
17041,68,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,10,United-States,>50K
24132,55,Private,HS-grad,Divorced,Craft-repair,Unmarried,Black,Male,48,United-States,>50K
516,57,Private,Prof-school,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
19932,26,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,35,United-States,<=50K
14467,46,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K
12122,30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,<=50K
28391,46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
21565,23,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K
5215,45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,England,>50K
29859,23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,55,Ireland,<=50K
4820,35,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,45,Mexico,>50K
14946,21,Private,Some-college,Never-married,Sales,Own-child,Black,Female,20,United-States,<=50K
7230,54,Self-emp-not-inc,10th,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,<=50K
18644,37,Private,7th-8th,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K
10579,25,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,52,United-States,<=50K
2836,42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
16651,32,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
22952,23,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K
25569,26,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
21709,57,Federal-gov,Some-college,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
27952,28,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
44,39,Private,Masters,Never-married,Sales,Not-in-family,White,Male,45,United-States,>50K
2894,54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
21501,67,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K
19157,31,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,15,United-States,<=50K
713,39,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K
16267,24,Private,Bachelors,Married-AF-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
206,65,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K
11168,74,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Female,8,United-States,<=50K
23353,36,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,<=50K
16496,45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,72,United-States,>50K
15895,43,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
5736,31,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,<=50K
12569,26,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K
21560,35,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,<=50K
23822,54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
22067,48,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
27095,35,Private,Assoc-acdm,Separated,Sales,Unmarried,White,Male,40,United-States,<=50K
16027,30,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,33,United-States,>50K
26242,50,Private,10th,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3009,58,Federal-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
14552,33,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
30023,34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,>50K
23976,22,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,35,United-States,<=50K
7585,27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
21218,29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K
1974,63,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
23486,67,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
12805,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Germany,>50K
11796,64,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Columbia,>50K
11196,37,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
23644,32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K
17163,22,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,>50K
9661,44,Private,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Male,40,United-States,<=50K
2545,50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
15448,54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Poland,>50K
17256,23,Private,11th,Never-married,Adm-clerical,Unmarried,Black,Male,35,United-States,<=50K
14572,46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
15130,52,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
29282,52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
20300,55,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
19967,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
28744,54,Private,11th,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,>50K
12081,49,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,50,United-States,>50K
14114,29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
25123,39,Private,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,84,United-States,>50K
8540,53,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
3902,43,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
8036,42,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
402,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
2231,60,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
7347,48,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
14560,35,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
28946,23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
6509,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
19834,35,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
7475,21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
15929,56,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Female,32,United-States,<=50K
16147,25,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Male,8,United-States,<=50K
9792,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
17604,32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,42,United-States,>50K
25451,64,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
7304,26,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,24,United-States,<=50K
1878,50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
12631,25,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,50,United-States,>50K
26420,35,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
6410,45,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,<=50K
5442,26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3215,50,Private,Assoc-acdm,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,<=50K
22033,60,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
2066,22,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,55,United-States,>50K
16475,29,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K
14218,29,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,Japan,<=50K
7884,23,State-gov,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
21529,40,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
2033,28,Private,HS-grad,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,>50K
14734,33,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,>50K
820,43,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
29138,32,State-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
7926,42,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K
10044,32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,Ecuador,<=50K
23800,33,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
16578,53,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
11157,37,Private,Assoc-voc,Divorced,Tech-support,Own-child,White,Male,40,United-States,<=50K
4559,43,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
14909,37,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,United-States,<=50K
23065,19,Local-gov,Some-college,Never-married,Other-service,Own-child,Black,Female,35,United-States,<=50K
25084,50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
107,70,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,12,United-States,>50K
29390,57,Federal-gov,Prof-school,Divorced,Exec-managerial,Not-in-family,Black,Male,55,United-States,>50K
2682,45,Local-gov,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,United-States,>50K
21125,39,Private,HS-grad,Married-spouse-absent,Sales,Unmarried,Black,Female,28,Jamaica,<=50K
19714,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
14938,45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,>50K
4961,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
10256,25,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
13003,28,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
28979,48,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,>50K
3173,59,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
10635,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
22182,47,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
16121,40,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,>50K
3450,48,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
9318,34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
141,33,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,84,United-States,<=50K
22381,35,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
16797,45,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
25508,28,Federal-gov,Bachelors,Never-married,Tech-support,Not-in-family,Black,Female,40,United-States,<=50K
15819,35,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
7413,25,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
13089,44,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,>50K
3528,53,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
23129,58,Private,11th,Widowed,Other-service,Not-in-family,White,Female,40,United-States,<=50K
23688,57,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
12323,31,Private,9th,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2885,51,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
29787,32,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K
16162,23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
21342,35,Private,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,Taiwan,>50K
1606,45,Self-emp-inc,Masters,Divorced,Sales,Unmarried,White,Female,42,United-States,>50K
14784,31,Private,Some-college,Separated,Sales,Unmarried,White,Female,40,United-States,<=50K
18681,21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
28172,21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
1933,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,>50K
29372,30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,32,United-States,<=50K
351,62,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K
20834,33,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
8067,21,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
16052,76,Local-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K
15423,24,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
3704,75,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,15,United-States,<=50K
6169,36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
16274,17,Private,11th,Never-married,Sales,Own-child,White,Female,18,United-States,<=50K
13207,35,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K
26988,70,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,24,United-States,>50K
3611,70,Private,9th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
27448,51,Local-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
18484,46,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,>50K
13417,45,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
22660,66,Local-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,>50K
16284,45,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,78,United-States,>50K
774,35,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
6676,39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
8023,67,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
18321,40,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K
6629,52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
17843,26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
11840,43,Local-gov,HS-grad,Married-spouse-absent,Farming-fishing,Unmarried,Black,Male,40,United-States,<=50K
28483,51,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Male,52,United-States,<=50K
4327,45,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
27662,48,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,United-States,<=50K
313,51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
25382,31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Cuba,>50K
499,50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,>50K
541,46,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,70,Canada,>50K
555,57,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
10225,43,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K
463,33,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
11029,64,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
15021,24,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
20217,32,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K
23970,17,Private,11th,Never-married,Adm-clerical,Own-child,White,Male,16,United-States,<=50K
24613,30,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,40,United-States,>50K
20220,19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,<=50K
10496,35,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
25332,55,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
18950,54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K
16881,40,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
27311,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,8,United-States,<=50K
18076,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,>50K
14292,52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
13788,68,Private,Prof-school,Widowed,Prof-specialty,Unmarried,White,Female,16,United-States,<=50K
25654,45,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,30,United-States,<=50K
12373,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
14489,39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
27740,34,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,12,United-States,>50K
17917,20,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K
9222,34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,32,United-States,>50K
16244,41,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,<=50K
4841,31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Jamaica,>50K
20999,47,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
20381,40,Private,11th,Never-married,Other-service,Other-relative,White,Male,40,United-States,<=50K
14005,20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K
27453,48,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,>50K
29453,30,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,68,United-States,<=50K
8560,41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,>50K
4843,35,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,60,United-States,>50K
26495,58,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,12,United-States,<=50K
10929,54,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Female,45,United-States,>50K
8769,34,Private,9th,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
10732,29,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,38,United-States,<=50K
23479,45,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Female,55,United-States,<=50K
22991,50,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
3322,25,Private,Some-college,Never-married,Sales,Own-child,Black,Female,30,United-States,<=50K
29090,35,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,32,United-States,>50K
5191,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
28990,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,>50K
27338,23,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
1258,51,Federal-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,70,United-States,>50K
1425,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
21552,43,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
29054,29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,Laos,<=50K
2257,33,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
21902,32,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,>50K
